Year,ROI
2012,6.508378784285827
2013,-4.0689171724035385
2014,-0.6852758121659481
2015,2.950936134018891
2016,13.823604538400602
2017,21.36601360839005
2018,9.541893045539732
2019,26.276738469623222
2020,37.675343995220715
2021,58.51802320712437
2022,112.50169630718128
